,Dataset,Category,HeadLines
1347,voa dataset,politics,افریقہ کےجنوبی حصوں میں شدید خشک سالی اور غذائی قلت
1348,voa dataset,politics,افغان حکومت کے طالبان سے خفیہ رابطے
1349,voa dataset,politics,افغان خاتون شربت بی بی ’جعلی شناختی کارڈ بنوانے پر گرفتار‘
1350,voa dataset,politics,افغان صدر اور حکمت یار نے امن سمجھوتے پر دستخط کر دیے
1351,voa dataset,politics,افغان صوبے ہلمند میں خودکش حملہ، 7 افراد ہلاک
1352,voa dataset,politics,افغان طالبان امریکہ کی دہشت گرد گروہوں کی فہرست میں کیوں شامل نہیں؟
1353,voa dataset,politics,افغان طالبان کو سرمائے کی شدیدقلت اور پاکستان سے دوری
1354,voa dataset,politics,افغان طالبان گروپ امن بات چیت میں دلچسپی رکھتے ہیں، پاکستان
1355,voa dataset,politics,افغان فوج کو 'بدعنوانی اور قیادت کے مسائل کا سامنا' ہے امریکی جنرل
1356,voa dataset,politics,افغان مہاجرین کی چار عشروں کی میزبانی پر پاکستان کی تعریف
1357,voa dataset,politics,افغانستان  داعش نے 30 یرغمالیوں کو قتل کر دیا
1358,voa dataset,politics,افغانستان  شدید سردی اور برفباری سے 20 افراد ہلاک
1359,voa dataset,politics,افغانستان 2016 میں اندرون ملک پانچ لاکھ افراد کی نقل مکانی
1360,voa dataset,politics,افغانستان بم دھماکوں میں ایک شخص ہلاک متعدد زخمی
1361,voa dataset,politics,افغانستان بم دھماکے میں صحافی ہلاک
1362,voa dataset,politics,افغانستان داعش سے جھڑپ، ایک امریکی فوجی ہلاک
1363,voa dataset,politics,افغانستان سکیورٹی چوکی پر حملہ، 12 فوجی ہلاک
1364,voa dataset,politics,افغانستان فوجی ہیلی کاپٹر 'گر کر تباہ' آٹھ فوجی ہلاک
1365,voa dataset,politics,افغانستان فوجی ہیلی کاپٹر کے حملے میں چھ سکیورٹی اہلکار ہلاک
1366,voa dataset,politics,افغانستان میں امن پاکستان کے استحکام کے لئے ضروری سفیر
1367,voa dataset,politics,افغانستان میں بچوں کی ہلاکتوں میں اضافہ اقوام متحدہ
1368,voa dataset,politics,افغانستان میں دہشت گردی سے ’پاکستان کا کوئی تعلق نہیں‘
1369,voa dataset,politics,افغانستان میں روس، ایران اور پاکستان اپنے مقاصد کے لیے کوشاں ہیں نکولسن
1370,voa dataset,politics,افغانستان میں پائیدار امن کے لیے پرعزم ہیں پاکستان
1371,voa dataset,politics,افغانستان میں پاکستانی تعاون سے جاری منصوبے جلد مکمل کرنے کا عزم
1372,voa dataset,politics,افغانستان ڈرون حملے میں القاعدہ کا سینیئر رہنما ہلاک
1373,voa dataset,politics,افغانستان کی مالی اعانت کے لیے برسلز میں کانفرنس کی تیاری
1374,voa dataset,politics,افغانستان کے بم دھماکے میں دو امریکی فوجی زخمی
1375,voa dataset,politics,افغانستان کے شمالی شہر قندوز پر طالبان کا حملہ
1376,voa dataset,politics,اقتصادی ترقی کے لیے معاونت ضروری ہے افغان عہدیدار
1377,voa dataset,politics,اقتصادی روابط کے لیے افغانستان میں امن 'ناگزیر'
1378,voa dataset,politics,اقوام متحدہ اوباما کا عالمی سیاست کے بارے میں تفصیلی بیان 
1379,voa dataset,politics,اقوام متحدہ میں سابق فلسطینی وزیر اعظم کی 'تقرری' امریکہ نے روک دی
1380,voa dataset,politics,الطاف حسین سے لاتعلقی کے بعد ایم کیو ایم کا پہلا جلسہ
1381,voa dataset,politics,الطاف حسین کے بیان پر قومی اسمبلی میں مذمتی قرارداد منظور
1382,voa dataset,politics,الطاف حسین کے خلاف منی لانڈرنگ کیس ختم
1383,voa dataset,politics,القاعدہ، داعش کے خلاف حکمتِ عملی کامیاب رہی، اوباما
1384,voa dataset,politics,امریکہ آنے پر پابندی کے اقدام پر افریقی یونین کا اظہارِ تشویش
1385,voa dataset,politics,امریکہ اور لاؤس کا باہمی تعلقات میں نئے باب کے آغاز پر اتفاق
1386,voa dataset,politics,امریکہ عراق میں مزید 600 فوجی بھیجے گا
1387,voa dataset,politics,امریکہ مزید مساجد کو دھمکی آمیز خط ملنے کی اطلاعات
1388,voa dataset,politics,امریکہ میں بے روزگاری 9 سال کی کم ترین سطح پر
1389,voa dataset,politics,امریکہ میں بے روزگاری میں معمولی اضافہ
1390,voa dataset,politics,امریکہ میں سینکڑوں غیر قانونی تارکین وطن گرفتار
1391,voa dataset,politics,امریکہ میں صدارتی انتخابی مہم تیزی ’القاعدہ کے حملے کا خطرہ‘
1392,voa dataset,politics,امریکہ نے سات پاکستانی کمپنیوں پر پابندی عائد کر دی
1393,voa dataset,politics,امریکہ نے ساڑھے چار لاکھ سے زائد تارکین وطن کو ملک بدر کیا
1394,voa dataset,politics,امریکہ نے میانمار سے پابندیاں ہٹا لیں
1395,voa dataset,politics,امریکہ نے چار پاکستانیوں کو بلیک لسٹ کر دیا
1396,voa dataset,politics,امریکہ ٹرمپ حکومت کے خلاف 'Deep State' کی بازگشت
1397,voa dataset,politics,امریکہ پاکستان سے دہشت گردوں کے خلاف کارروائی کا مطالبہ 
1398,voa dataset,politics,امریکہ کا شام میں مزید فوجی بھیجنے کا اعلان
1399,voa dataset,politics,امریکہ کا کیوبا پر عائد پابندیاں اٹھانے کا اعلان
1400,voa dataset,politics,امریکہ کی جانب سے کابل اور بلخ کے دہشت گرد حملوں کی مذمت
1401,voa dataset,politics,امریکہ ’غیرت کے نام پر قتل‘ کے خلاف قانون سازی کا خیرمقدم
1402,voa dataset,politics,امریکی اقدام پر پاکستانی وزیر کا اظہار افسوس
1403,voa dataset,politics,امریکی انتخابی نتائج میں مبینہ غیرملکی ہیکنگ کی تحقیقات
1404,voa dataset,politics,امریکی ریاست ٹینیسی میں آتشزدگی سے سات ہلاک
1405,voa dataset,politics,امریکی ریاستوں میں 'میتھیو' سے اربوں ڈالر کا نقصان
1406,voa dataset,politics,امریکی صدارتی انتخابات منفرد ہیں، مذاکرے کے شرکاٴ کی رائے رپورٹ
1407,voa dataset,politics,امریکی صدارتی انتخابات منفرد ہیں، مذاکرے کے شرکاٴ کی رائے
1408,voa dataset,politics,امریکی صدارتی انتخابات، ستمبر میں قبل از ووٹنگ کا آغاز
1409,voa dataset,politics,امریکی فضائی کارروائی میں 15 شہری ہلاک اقوام متحدہ
1410,voa dataset,politics,امریکی فوجی دستہ شمالی شام میں تعینات رپورٹ
1411,voa dataset,politics,امریکی قونصل جنرل کا پاکستان اسٹاک ایکسچینج کا دورہ
1412,voa dataset,politics,امریکی نمائندہ کی سرتاج عزیز اور افغان سفیر سے ملاقاتیں
1413,voa dataset,politics,امریکی نوجوان کا دہشت گرد منصوبہ تیار کرنے کا اعتراف
1414,voa dataset,politics,امریکی وزیر خارجہ سرکاری دورے پر چین پہنچ گئے
1415,voa dataset,politics,امریکی پولیس کے 86 عہدے دار گذشتہ سال فرائض کی انجام دہی میں ہلاک ہوئے
1416,voa dataset,politics,امیگریشن حکم نامے کا دفاع نہ کیا جائے قائم مقام اٹارنی جنرل
1417,voa dataset,politics,امیگریشن سسٹم کا غلط استعمال نہیں ہونے دیں گے، ٹرمپ
1418,voa dataset,politics,انتخاب میں مبینہ مداخلت اور ’فون ٹیپنگ‘ کے معاملات پر امریکی قانون سازوں کا غور
1419,voa dataset,politics,انتخابی عمل پر شکوک کے اظہار پر، اوباما کی ٹرمپ پر نکتہ چینی
1420,voa dataset,politics,انتخابی مہم میں تیزی، کلنٹن اور ٹرمپ کی ایک دوسرے پر تنقید
1421,voa dataset,politics,انتخابی نتائج تسلیم کرنے کا فیصلہ ابھی نہیں کیا ٹرمپ
1422,voa dataset,politics,انسانی اسمگلنگ کے خلاف جنگ میں کامیابی سخت تربیت سے مشروط 
1423,voa dataset,politics,انسانی حقوق کے لیے کام کرنے والی خواتین کے تحفظ کا مطالبہ
1424,voa dataset,politics,انسداد دہشت گردی کے سربراہ کے طور پر بوزرٹ کی نامزدگی
1425,voa dataset,politics,انسداد دہشت گردی کے منصوبے پر نظرثانی کی جائے ایچ آر سی پی
1426,voa dataset,politics,انسداد پولیو مہم کے دوران بچوں کی موت کی تحقیقات
1427,voa dataset,politics,انڈونیشیا بم بنانے کے منصوبہ ساز کو 10 سال قید کی سزا
1428,voa dataset,politics,انڈونیشیا میں شدید زلزلہ، درجنوں ہلاکتیں
1429,voa dataset,politics,انڈونیشیا میں مسیحی گورنر کے خلاف ایک بڑا مظاہرہ
1430,voa dataset,politics,اوباما نے میرے 'فون کی نگرانی کی'، ٹرمپ اپنے دعوے پر قائم
1431,voa dataset,politics,اوڑی ’حملہ آوروں سے متعلق شواہد‘ پاکستان کے حوالے
1432,voa dataset,politics,اوہایو داعش کے لیے کام کرنے پر 20 سال قید
1433,voa dataset,politics,اچھی ملازمت درکار ہوئی تو یونین میں شامل ہوں گا اوباما 
1434,voa dataset,politics,اہم معاملات پر افغانستان کو بھارت سے نہ جوڑا جائے افغان سفیر
1435,voa dataset,politics,ایتھوپیا بھگدڑ سے 50 افراد ہلاک
1436,voa dataset,politics,ایتھوپیا میں پتھراؤ سے امریکی شہری ہلاک
1437,voa dataset,politics,ایران  ایرانی نژاد امریکی اور اس کے والد کو دس سال قید 
1438,voa dataset,politics,ایران میں سابق صدر کی بیٹی کو دوسری بار جیل  کی سزا
1439,voa dataset,politics,ایران نے امریکی ڈرون طیارے کی نقل تیار کر  لی 
1440,voa dataset,politics,ایران پر امریکی پابندیوں میں دس سال کی توسیع 
1441,voa dataset,politics,ایران پر پابندیوں میں توسیع کا 'سخت ردعمل' آئے گا روحانی
1442,voa dataset,politics,ایران کا 8 غیرملکی  دہشت گرد پکڑنے کا دعوی
1443,voa dataset,politics,ایران کے میزائل تجربے پر سلامتی کونسل کا ہنگامی اجلاس طلب
1444,voa dataset,politics,ایرانی نژاد امریکی شہری کو ایران میں قید کی سزا
1445,voa dataset,politics,ایشیا بحرالکاہل خطے میں دلچپسی بنیادی قومی مفاد کی مظہر اوباما
1446,voa dataset,politics,ایل او سی کے قریب زلزلہ مزاحم گھر’غیر محفوظ‘
1447,voa dataset,politics,ایم کیو ایم لندن کے کارکنوں اور پولیس کا آمنا سامنا
1448,voa dataset,politics,ایم کیو ایم پاکستان اور لندن ’آمنے سامنے‘، پھر اظہار لاتعلقی
1449,voa dataset,politics,ایم کیو ایم کا ایک اور رہنما، گلفراز خٹک گرفتار
1450,voa dataset,politics,ایم کیو ایم کا پرچم تبدیل، آئین میں بھی ترامیم
1451,voa dataset,politics,ایک ارب بیس کروڑ ڈالر ہرجانے کا معاہدہ
1452,voa dataset,politics,ایک ہزار ہلاکتوں کے بعد 'میتھیو' کی شدت میں بتدریج کمی
1453,voa dataset,politics,بحر ہند میں عسکری و جوہری سرگرمیاں علاقائی سلامتی کے لیے خطرہ
1454,voa dataset,politics,بحیرہ روم میں دو کشتیاں الٹنے سے 239 تارکین وطن ہلاک
1455,voa dataset,politics,بدعنوانی کا الزام، بھارتی فضائیہ کے سابق سربراہ گرفتار
1456,voa dataset,politics,برازیل طیارہ حاثے میں ہلاک فٹ بالرز کے احترام میں تقریبات 
1457,voa dataset,politics,برازیل کے فٹبالرز کو لے جانے والا طیارہ کولمبیا میں گر کر تباہ
1458,voa dataset,politics,براہمداغ کو واپس لانے کے لیے ’انٹرپول‘ سے رابطے کا فیصلہ
1459,voa dataset,politics,برسلز افغانستان اعانتی فنڈ کے لیے 15.2 ارب ڈالر کا اعلان
1460,voa dataset,politics,برسلز افغانستان کی مالی اعانت، اجلاس میں 70 ممالک کی شرکت متوقع
1461,voa dataset,politics,برطانیہ رکنِ پارلیمان کے قاتل کو عمر قید کی سزا      
